,restaurant_id,menu_type,section,menu_item,description,price,dietary_prefences,source,image_name,ingredients,ingredients_mapped
314,the_cottage_cheese,Center Stage,,Daal Bukhara,"A classic take on Daal Makhani, A creamy treat.",16,Vegan,,,"['black lentils', 'tomatoes', 'cream', 'butter', 'garlic', 'ginger', 'garam masala', 'salt']","black_lentil, tomato, cream, butter, garlic, ginger, garam_masala, salt"
315,the_cottage_cheese,Center Stage,,Aloo Gobi,A simple and satisfying dry curry that combines potato and florets of cauliflower with ginger spices.,17,Vegan,,,"['potatoes', 'cauliflower', 'ginger', 'turmeric', 'chili powder', 'garam masala', 'cumin', 'coriander', 'salt']","potato, cauliflower, ginger, turmeric, chili_powder, garam_masala, cumin, coriander, salt"
316,the_cottage_cheese,Center Stage,,Okra Masala,Okra Masala is a popular restaurant style Indian dish of tender okra in a deliciously spiced sauce.,17,Vegan,,,"['okra', 'onions', 'garlic', 'tomatoes', 'garam masala', 'chili powder', 'cumin', 'salt']","okra, onion, garlic, tomato, garam_masala, chili_powder, cumin, salt"
317,the_cottage_cheese,Center Stage,,Bhindi Masala,Sautéed okra with onions and tomatoes in a rich spice blend.,17,Vegan,,,"['sautéed okra', 'onions', 'tomatoes', 'turmeric', 'chili powder', 'garam masala', 'cumin', 'salt']","sauerkraut, onion, tomato, turmeric, chili_powder, garam_masala, cumin, salt"
318,the_cottage_cheese,Biryani,,Subz Noor Mahal Biryani (Veg),"Vegetable biryani is an aromatic rice dish made with basmati rice, spices & mixed veggies. Served with a layer of flavorful bread (roti) on top.",18,Vegan,,,"['basmati rice', 'mixed vegetables carrots', 'beans', 'peas', 'saffron', 'fried onions', 'garam masala', 'cardamom', 'cinnamon', 'bay leaves', 'yogurt', 'bread roti']","basmati_rice, mixed_vegetable, bean, pea, saffron, fried_onion, garam_masala, cardamom, cinnamon, bay_leaf, yogurt, breadfruit"
319,the_cottage_cheese,Biryani,,Chicken Biryani,An aromatic rice dish made with basmati rice/spices & chicken. Served with a layer of flavorful bread (roti) on top.,19,,,,"['chicken', 'basmati rice', 'yogurt', 'garam masala', 'saffron', 'fried onions', 'cardamom', 'cinnamon', 'bay leaves', 'roti']","chicken, basmati_rice, yogurt, garam_masala, saffron, fried_onion, cardamom, cinnamon, bay_leaf, broth"
320,the_cottage_cheese,Biryani,,Beef Biryani,"Flavorful beef biryani is an aromatic rice dish made with basmati rice, spices served with a layer of savory curries (roti) on top.",20,,,,"['beef', 'basmati rice', 'yogurt', 'garam masala', 'saffron', 'fried onions', 'cardamom', 'cinnamon', 'bay leaves', 'roti']","beef, basmati_rice, yogurt, garam_masala, saffron, fried_onion, cardamom, cinnamon, bay_leaf, broth"
321,the_cottage_cheese,Biryani,,Lamb Pepper Fry Biryani,"Lamb Biriyani is an aromatic rice dish made with basmati rice, spices served with a layer of flavorful lamb gravy (roti) on top.",20,,,,"['lamb', 'basmati rice', 'yogurt', 'garam masala', 'saffron', 'fried onions', 'cardamom', 'cinnamon', 'bay leaves', 'lamb gravy', 'roti']","lamb, basmati_rice, yogurt, garam_masala, saffron, fried_onion, cardamom, cinnamon, bay_leaf, gravy, broth"
322,the_cottage_cheese,Biryani,,Prawn Biryani,"Marinated Sauteed Prawns biryani is an aromatic rice dish made with basmati rice, spices & prawn served with a layer of flavorful bread (roti) on top.",21,,,,"['prawns', 'basmati rice', 'yogurt', 'garam masala', 'saffron', 'fried onions', 'cardamom', 'cinnamon', 'bay leaves', 'roti']","prawn, basmati_rice, yogurt, garam_masala, saffron, fried_onion, cardamom, cinnamon, bay_leaf, broth"
323,the_sultans_tent,Á La Carte,Appetizers,Harira Soup,"Tomato, Chickpeas, Lentils, Kidney Beans, Moroccan Spices",08-Dec,ve,,,"['tomatoes', 'chickpeas', 'lentils', 'kidney beans', 'onions', 'garlic', 'ginger', 'moroccan spices cumin', 'coriander', 'cinnamon', 'turmeric', 'olive oil', 'parsley', 'cilantro']","tomato, chickpea, lentil, kidney_bean, onion, garlic, ginger, moroccan_seasoning, coriander, cinnamon, turmeric, olive_oil, parsley, cilantro"
324,the_sultans_tent,Á La Carte,Appetizers,Beet Fusion Salad,"Mixed Beets, Goat Cheese, Cherry Tomatoes, Spring Mix, Walnuts, Pomegranate Vinaigrette",14,v,,,"['mixed beets', 'goat cheese', 'cherry tomatoes', 'spring mix', 'walnuts', 'pomegranate vinaigrette pomegranate molasses', 'olive oil', 'vinegar']","mixed_cheese, goat_cheese, cherry_tomato, pudding_mix, walnut, pomegranate vinaigrette pomegranate molasses, olive_oil, vinegar"
325,the_sultans_tent,Á La Carte,Appetizers,Fattoush Salad,"Romaine Lettuce, Tomatoes, Cucumber, Radish, Green Onions, Parsley, Mint, Sumac, Citrus & Olive Oil Dressing, Pomegranate, Pita",18,v,,,"['romaine lettuce', 'tomatoes', 'cucumber', 'radish', 'green onions', 'parsley', 'mint', 'sumac', 'citrus juice', 'olive oil', 'pomegranate', 'pita bread']","romaine_lettuce, tomato, cucumber, radish, green_onion, parsley, mint, sumac, citrus_juice, olive_oil, pomegranate, pita_bread"
326,the_sultans_tent,Á La Carte,Appetizers,Hummus & Pita,"Hummus Made Fresh Daily In-House, Accompanied by Bread",12,v,,,"['chickpeas', 'tahini', 'lemon juice', 'garlic', 'olive oil', 'salt', 'pita bread']","chickpea, tahini, lemon_juice, garlic, olive_oil, salt, pita_bread"
327,the_sultans_tent,Á La Carte,Appetizers,Assorted Marinated Olives,"A Spiced Mixture of Olives, Bread",8,v,,,"['green and black olives', 'garlic', 'chili', 'olive oil', 'spices', 'bread']","brine_cured_black_olive, garlic, chili, olive_oil, spice, bread"
328,the_sultans_tent,Á La Carte,Appetizers,Roasted Cauliflower,"Chermoula Marinated Cauliflower, Lemon Tahini Aioli, Almonds",14,ve,,,"['cauliflower', 'chermoula parsley', 'cilantro', 'garlic', 'paprika', 'lemon juice', 'olive oil', 'lemon tahini aioli tahini', 'lemon juice', 'garlic', 'olive oil', 'almonds']","cauliflower, chermoula parsley, cilantro, garlic, paprika, lemon_juice, olive_oil, lemon tahini aioli tahini, lemon_juice, garlic, olive_oil, almond"
329,the_sultans_tent,Á La Carte,Appetizers,Maftoul,"Ground Beef, Raisins, Cashews, Pastry, Chipotle Aioli",16,,,,"['ground beef', 'raisins', 'cashews', 'pastry flour', 'butter', 'water', 'chipotle aioli chipotle peppers', 'mayonnaise', 'garlic', 'lime']","ground_beef, craisins, cashew, pastry_flour, butter, water, ground_chipotle_chile_pepper, mayonnaise, garlic, lime"
330,the_sultans_tent,Á La Carte,Appetizers,Tarifa Coconut Shrimp,Pomegranate Aioli,15,,,,"['shrimp', 'coconut flakes', 'pomegranate aioli pomegranate molasses', 'mayonnaise', 'garlic']","shrimp, coconut_flake, pomegranate_molasses, mayonnaise, garlic"
331,the_sultans_tent,Á La Carte,Appetizers,Moroccan Crab Cakes,"Moroccan Spices, Chermoula Aioli, Harissa Aioli",16,,,,"['crab meat', 'breadcrumbs', 'moroccan spices cumin', 'coriander', 'paprika', 'chermoula aioli', 'harissa aioli']","crabmeat, breadcrumb, moroccan_seasoning, coriander, paprika, cheese_ravioli, harissa"
332,the_sultans_tent,Á La Carte,Appetizers,Chicken Bastilla,"Phyllo, Pulled Chicken, Cinnamon, Turmeric, Icing Sugar",18,,,,"['pulled chicken', 'phyllo pastry', 'cinnamon', 'turmeric', 'icing sugar', 'almonds']","grilled_chicken, phyllo_pastry, cinnamon, turmeric, icing_sugar, almond"
333,the_sultans_tent,Á La Carte,Appetizers,Eggplant Zaalouk,"Roasted Eggplant, Tomatoes, Red Peppers, Olive Oil, Bread",12,gf,,,"['roasted eggplant', 'tomatoes', 'red peppers', 'olive oil', 'garlic', 'bread']","roasted_peanut, tomato, red_pepper, olive_oil, garlic, bread"
334,the_sultans_tent,Á La Carte,Entrees,Casablanca Filet Mignon,"Moroccan Spices, Aj Jus | Choice of Moroc Frites or Mashed Potatoes",46,,,,"['filet mignon', 'moroccan spices cinnamon', 'cumin', 'coriander', 'au jus beef stock', 'wine', 'butter', 'choice of fries or mashed potatoes']","filet_mignon, moroccan_seasoning, cumin, coriander, beef_stock, wine, butter, choice of fries or mashed potatoes"
335,the_sultans_tent,Á La Carte,Entrees,Mediterranean Beef Stew,"Tender Beef, Carrots, Chickpeas, Raisins, Kalamata Olives, Toasted Almonds | Choice of Rice or Couscous",30,,,,"['beef', 'carrots', 'chickpeas', 'raisins', 'kalamata olives', 'toasted almonds', 'choice of rice or couscous']","beef, carrot, chickpea, craisins, kalamata_olive, toasted_almond, choice of rice or couscous"
336,the_sultans_tent,Á La Carte,Entrees,Braised Beef Short Ribs,"Slow Braised Short Ribs, Roasted Vegetables, Mashed Potatoes",29,,,,"['beef short ribs', 'roasted vegetables carrots', 'potatoes', 'celery', 'mashed potatoes', 'red wine reduction']","beef_short_rib, canned_vegetable_broth, potato, celery, mashed_potato, veal_reduction"
337,the_sultans_tent,Á La Carte,Entrees,Berber Chicken,"Spiced Grilled Chicken Breast, Grilled Vegetables, Yogurt Chermoula Sauce | Choice of Rice, Couscous or Mashed Potatoes",29,,,,"['grilled chicken breast', 'moroccan spices', 'grilled vegetables', 'yogurt chermoula sauce yogurt', 'garlic', 'lemon juice', 'parsley', 'choice of rice', 'couscous', 'or mashed potatoes']","grilled_chicken_breast, moroccan_seasoning, pickled_vegetable, yogurt chermoula sauce yogurt, garlic, lemon_juice, parsley, licorice, couscous, mashed_potato"
338,the_sultans_tent,Á La Carte,Entrees,Braised Lamb Shank,"Lamb Shank, Sautéed Vegetables, Toasted Cashews | Choice of Rice, Couscous or Mashed Potatoes",32,,,,"['lamb shank', 'sautéed vegetables', 'toasted cashews', 'choice of rice', 'couscous', 'or mashed potatoes']","lamb_shank, mixed_vegetable, roasted_cashew, licorice, couscous, mashed_potato"
339,the_sultans_tent,Á La Carte,Entrees,Rack of Lamb,"Grilled Rack of Lamb, Pomegranate Honey Glaze, Sautéed Vegetables | Choice of Rice, Couscous or Fries",44,,,,"['rack of lamb', 'pomegranate honey glaze', 'sautéed vegetables', 'choice of rice', 'couscous', 'or fries']","rack_of_lamb, pomegranate_molasses, mixed_vegetable, licorice, couscous, or fries"
340,the_sultans_tent,Á La Carte,Entrees,Samak Chermoula,"Salmon, Pepperonata, Grilled Lemon | Choice of Rice or Mashed Potatoes",30,,,,"['salmon', 'pepperonata peppers', 'onions', 'tomatoes', 'grilled lemon', 'choice of rice or mashed potatoes']","salmon, pepperoncini_pepper, onion, tomato, grilled_chicken, choice of rice or mashed potatoes"
341,the_sultans_tent,Á La Carte,Entrees,Shrimp Provencal,"Tiger Shrimp, Cherry Tomatoes, Olives, Fresh Herbs | Choice of Rice, Couscous or Mashed Potatoes",30,,,,"['tiger shrimp', 'cherry tomatoes', 'kalamata olives', 'fresh herbs parsley', 'thyme', 'choice of rice', 'couscous', 'or mashed potatoes']","tiger_shrimp, cherry_tomato, kalamata_olive, fresh_parsley, thyme, licorice, couscous, mashed_potato"
342,the_sultans_tent,Á La Carte,Entrees,Moroccan Spiced Penne,"Roasted Red Peppers, Tomatoes, Rosé Ras el Hanout Cream, Artichoke, Olives",22,v,,,"['penne pasta', 'roasted red peppers', 'tomatoes', 'rosé ras el hanout cream spices', 'cream', 'artichoke', 'olives']","penne_pasta, roasted_red_pepper, tomato, rosé ras el hanout cream spices, cream, artichoke, olive"
343,the_sultans_tent,Á La Carte,Tajines,Amazigh Tajine,"Berber Style Vegetables Medley, Tomatoes, Carrots, Bell Peppers, Potatoes, Turnip in Moroccan Spiced Tomato Sauce",24,v,,,"['tomatoes', 'carrots', 'bell peppers', 'potatoes', 'turnip', 'moroccan spiced tomato sauce cumin', 'coriander', 'cinnamon', 'turmeric']","tomato, carrot, bell_pepper, potato, turnip, canned_tomato_sauce, coriander, cinnamon, turmeric"
344,the_sultans_tent,Á La Carte,Tajines,Chicken Tajine,"Artichoke, Peperonata, Olives, Toasted Almonds, Preserved Lemon",26,gf,,,"['chicken', 'artichoke', 'peperonata', 'olives', 'toasted almonds', 'preserved lemon']","chicken, artichoke, pepperoni, olive, toasted_almond, preserved_lemon"
345,the_sultans_tent,Á La Carte,Tajines,Seafood Royale Tajine,"Tiger Shrimp, Bay Scallops, Calamari, Spiced Tomato Sauce",38,gf,,,"['tiger shrimp', 'bay scallops', 'calamari', 'moroccan spiced tomato sauce garlic', 'cumin', 'coriander']","tiger_shrimp, bay_scallop, calamari, moroccan spiced tomato sauce garlic, cumin, coriander"
346,the_sultans_tent,Á La Carte,Tajines,Meatballs Tajine,"Moroccan Meat Balls, White Kidney Beans, Marinara",26,gf,,,"['beef meatballs', 'white kidney beans', 'marinara sauce tomatoes', 'garlic', 'olive oil', 'oregano']","meatball, white_kidney_bean, marinara_sauce, garlic, olive_oil, oregano"
347,the_sultans_tent,Á La Carte,Desserts,Baklava,"Phyllo Pastry, Walnuts, Pistachios, Orange Blossom Drizzle",10,,,,"['phyllo pastry', 'walnuts', 'pistachios', 'sugar syrup sugar', 'orange blossom water']","phyllo_pastry, walnut, pistachio, sugar_syrup, orange_blossom_water"
348,the_sultans_tent,Á La Carte,Desserts,Creme Brûlée,"Vanilla Custard, Caramelized Sugar",10,,,,"['vanilla custard eggs', 'cream', 'sugar', 'vanilla', 'caramelized sugar']","vanilla_custard, cream, sugar, vanilla, caramel_square"
349,the_sultans_tent,Á La Carte,Desserts,Rice Pudding,"Cinnamon, Raisins, Rose Water",10,,,,"['rice', 'milk', 'sugar', 'cinnamon', 'raisins', 'rose water']","rice, milk, sugar, cinnamon, craisins, rose_water"
350,the_sultans_tent,Á La Carte,Desserts,Chocolate Cake,Spiced Orange Syrup,12,,,,"['flour', 'cocoa powder', 'sugar', 'butter', 'eggs', 'spiced orange syrup orange juice', 'sugar', 'cinnamon']","flour, cocoa_powder, sugar, butter, egg, spiced orange syrup orange juice, sugar, cinnamon"
351,suya_spot,Online Ordering,Combos,Fried Chicken and Jollof Rice,"Served with a choice of side, veggies, pepper sauce or dry pepper, and your choice of can drink.",15,,,,"['chicken', 'egg', 'ice', 'pepper', 'rice']","chicken, egg, ice, pepper, rice"
352,suya_spot,Online Ordering,Combos,Combo 1 (1 Protein & 1 Side),"Choose 1 protein and 1 side, served with pepper sauce and a drink.",22,,,,['pepper'],pepper
353,suya_spot,Online Ordering,Combos,Combo 2 (2 Proteins & 1 Side),"Choose 2 proteins and 1 side, served with pepper sauce and a drink.",24.5,,,,['pepper'],pepper
354,suya_spot,Online Ordering,Combos,Combo 3 (3 Proteins & 1 Side),"Choose 3 proteins and 1 side, served with pepper sauce and a drink.",26.5,,,,['pepper'],pepper
355,suya_spot,Online Ordering,Combos,Combo Egusi,Egusi served with sides and a drink.,23,,,,['nut'],nut
356,suya_spot,Online Ordering,Combos,Tilapia Combo,Tilapia served with sides and a drink.,22,,,,['firm_white_fish'],firm_white_fish
357,suya_spot,Online Ordering,Suya,Chicken Suya,"Chicken Suya, small or large size, marinated with Tankora and served with onions and hot pepper sauce.",13.00/23.00,,,,"['chicken', 'suya spice mix tankora  ground peanuts', 'ginger', 'garlic', 'chili', 'paprika', 'onions', 'pepper sauce']","chicken, suya spice mix tankora  ground peanuts, ginger, garlic, chili, paprika, onion, pepper_sauce"
358,suya_spot,Online Ordering,Suya,Assorted Suya,"Assorted Suya, small or large size, marinated with Tankora and served with onions and hot pepper sauce.",13.00/23.00,,,,"['variety of meats chicken', 'beef', 'goat', 'suya spice', 'onions', 'pepper sauce']","white_meat_chicken, beef, oat, allspice, onion, pepper_sauce"
359,suya_spot,Online Ordering,Suya,Large Beef Suya,"Beef Suya, large size, marinated with Tankora and served with onions and hot pepper sauce.",24.5,,,,"['beef', 'suya spice mix', 'onions', 'pepper sauce']","beef, spanish_rice_mix, onion, pepper_sauce"
360,suya_spot,Online Ordering,Suya,Large Goat Suya,"Goat Suya, large size, marinated with Tankora and served with onions and hot pepper sauce.",24.5,,,,"['goat meat', 'suya spice mix', 'onions', 'pepper sauce']","goat_meat, spanish_rice_mix, onion, pepper_sauce"
361,suya_spot,Online Ordering,Suya,Large Fish Suya,"Fish Suya, large size, marinated with Tankora and served with onions and hot pepper sauce.",25,,,,"['fish eg', 'tilapia', 'suya spice mix', 'onions', 'pepper sauce']","fish, tapioca, spanish_rice_mix, onion, pepper_sauce"
362,suya_spot,Online Ordering,Suya,Large Mix Suya (2 Meats Mix),"Mix of two meats, Suya style, large size.",,,,,"['mix of two proteins chicken', 'beef', 'goat', 'suya spice', 'onions', 'pepper sauce']","mix of two proteins chicken, beef, oat, allspice, onion, pepper_sauce"
363,suya_spot,Online Ordering,Wraps,Beef Wrap,Beef wrap served with veggies and sauce.,12.5,,,,"['beef', 'suya spice', 'vegetables lettuce', 'onions', 'tomatoes', 'sauce', 'flatbread']","beef, allspice, vegetable_suet, onion, tomato, hot_sauce, flat_bread"
364,suya_spot,Online Ordering,Wraps,Chicken Wrap,Chicken wrap served with veggies and sauce.,12.5,,,,"['chicken', 'suya spice', 'vegetables', 'sauce', 'flatbread']","chicken, allspice, vegetable, hot_sauce, flat_bread"
365,suya_spot,Online Ordering,Ghanaian Dishes,Waakye,Traditional Ghanaian dish featuring rice and beans.,22,,,,"['rice', 'beans blackeyed peas or kidney beans', 'spices thyme', 'ginger', 'garlic', 'pepper sauce']","rice, beans blackeyed peas or kidney beans, dried_thyme, ginger, garlic, pepper_sauce"
366,suya_spot,Online Ordering,Ghanaian Dishes,Spinach Stew,Spinach stew served typically with a starchy side.,22,,,,"['spinach', 'tomatoes', 'onions', 'garlic', 'palm oil', 'spices ginger', 'chili', 'thyme']","spinach, tomato, onion, garlic, palm_oil, pickled_ginger, chili, thyme"
367,suya_spot,Online Ordering,Ghanaian Dishes,Peanut Soup,"Rich peanut soup, a staple in West African cuisine.",22,,,,"['peanuts', 'tomatoes', 'onions', 'garlic', 'ginger', 'palm oil', 'chicken stock', 'spices']","peanut, tomato, onion, garlic, ginger, palm_oil, chicken_stock, spice"
368,suya_spot,Online Ordering,Ghanaian Dishes,Egusi,"Egusi soup, made from melon seeds, popular in West Africa.",23,,,,"['melon seeds', 'spinach', 'palm oil', 'tomatoes', 'onions', 'garlic', 'spices']","melon, spinach, palm_oil, tomato, onion, garlic, spice"
369,suya_spot,Online Ordering,Ghanaian Dishes,Bean and Plantain,"Beans served with fried plantain, a hearty dish.",22,,,,"['blackeyed peas', 'fried plantains', 'onions', 'peppers', 'palm oil']","black_eyed_pea, plantain, onion, pepper, palm_oil"
370,suya_spot,Online Ordering,Ghanaian Dishes,Okro Stew and Swallow,Okro stew served with a choice of swallow (starchy side).,22,,,,"['okra', 'palm oil', 'tomatoes', 'onions', 'garlic', 'spices swallow pounded yam', 'banku', 'or kenkey']","okra, palm_oil, tomato, onion, garlic, spices swallow pounded yam, bean, corn_kernel"
371,suya_spot,Online Ordering,Ghanaian Dishes,White Rice and Stew,Simple white rice served with a rich stew.,16,,,,"['steamed white rice', 'stew tomatoes', 'onions', 'garlic', 'ginger', 'palm oil', 'spices']","white_rice, stewed_tomato, onion, garlic, ginger, palm_oil, spice"
372,suya_spot,Online Ordering,Side Dishes,Kenkey,"Fermented corn dough, a traditional side.",3.5,,,,"['fermented corn dough', 'wrapped and steamed']","fermented corn dough, wrapped and steamed"
373,suya_spot,Online Ordering,Side Dishes,Banku,"Fermented corn and cassava dough, served as a side.",3.5,,,,"['fermented corn and cassava dough', 'boiled']","fermented corn and cassava dough, broiler"
374,suya_spot,Online Ordering,Side Dishes,Pounded Yam,"Pounded yam, smooth and stretchy, served as a side.",3.5,,,,"['yam', 'pounded to a smooth consistency']","yam, pounded to a smooth consistency"
375,suya_spot,Online Ordering,Side Dishes,Tilapia with pepper and diced onions,Fried Tilapia served with fresh pepper and onions.,16,,,,"['fried or grilled tilapia', 'fresh peppers', 'diced onions']","fried or grilled tilapia, fresh_pepper, diced_onion"
376,suya_spot,Online Ordering,Rice Dishes,Jollof Rice,"Spicy and flavorful West African rice dish, available in small or large.",7.50/14.00,,,,"['rice', 'tomatoes', 'peppers', 'onions', 'garlic', 'ginger', 'spices thyme', 'bay leaves', 'paprika']","rice, tomato, pepper, onion, garlic, ginger, dried_thyme, bay_leaf, paprika"
377,suya_spot,Online Ordering,Rice Dishes,White Rice,"Simple steamed white rice, served without sides.",8,,,,['steamed white rice'],white_rice
378,suya_spot,Online Ordering,Stews,Egusi Stew (only),Egusi soup without any sides.,25,,,,"['melon seeds', 'spinach', 'tomatoes', 'onions', 'garlic', 'palm oil', 'spices']","melon, spinach, tomato, onion, garlic, palm_oil, spice"
379,suya_spot,Online Ordering,Stews,Peanut Soup (only),"Peanut soup, served without any sides.",22,,,,"['peanuts', 'tomatoes', 'onions', 'garlic', 'ginger', 'chicken stock', 'palm oil']","peanut, tomato, onion, garlic, ginger, chicken_stock, palm_oil"
380,suya_spot,Online Ordering,Stews,Waakye Stew (Only),"Stew for Waakye, served without the rice and beans.",22,,,,"['tomatoes', 'onions', 'garlic', 'ginger', 'palm oil', 'beans', 'spices']","tomato, onion, garlic, ginger, palm_oil, bean, spice"
381,suya_spot,Online Ordering,Stews,Spinach Stew (only),Spinach stew served without any sides.,22,,,,"['spinach', 'tomatoes', 'onions', 'garlic', 'palm oil', 'spices']","spinach, tomato, onion, garlic, palm_oil, spice"
382,suya_spot,Online Ordering,Stews,Okro Stew (Only),"Okro stew, served without any sides.",22,,,,"['okra', 'tomatoes', 'onions', 'garlic', 'palm oil', 'spices']","okra, tomato, onion, garlic, palm_oil, spice"
383,suya_spot,Online Ordering,Snacks,Puff Puff,"Deep-fried dough balls, a sweet treat.",4,,,,"['flour', 'sugar', 'yeast', 'water', 'oil']","flour, sugar, yeast, water, oil"
384,suya_spot,Online Ordering,Snacks,Puff Puff with Icing Sugar,Sweetened puff puff with a dusting of icing sugar.,4.5,,,,['puff puff with a dusting of icing sugar'],puff puff with a dusting of icing sugar
385,suya_spot,Online Ordering,Snacks,Chin Chin,"Crunchy, fried dough snack, slightly sweet.",3.5,,,,"['flour', 'sugar', 'butter', 'milk', 'oil']","flour, sugar, butter, milk, oil"
386,suya_spot,Online Ordering,Snacks,Mr John Spicy Plantain Chips,Spicy fried plantain chips.,3.5,,,,"['plantains', 'oil', 'chili powder', 'salt']","plantain, oil, chili_powder, salt"
387,suya_spot,Online Ordering,Snacks,Peanuts Snack,"Roasted peanuts, a simple snack.",2,,,,['roasted peanuts'],roasted_peanut
388,suya_spot,Online Ordering,Side Dishes,Plantain,"Fried plantain, available in small or large sizes.",7.50/14.00,,,,['plantain'],plantain
389,suya_spot,Online Ordering,Side Dishes,Yam,"Boiled or fried yam, available in small or large sizes.",12.00/23.75,,,,"['oil', 'yam']","oil, yam"
390,suya_spot,Online Ordering,Side Dishes,Regular Crispy Fries,Fried crispy potato fries.,7.1,,,,['potato'],potato
391,suya_spot,Online Ordering,Side Dishes,Coleslaw,"Shredded cabbage and carrot salad, small or large.",2.50/6.00,,,,"['cabbage', 'carrot', 'coleslaw']","cabbage, carrot, coleslaw"
392,suya_spot,Online Ordering,Extras,Boiled Egg,Simple boiled egg.,2,,,,"['egg', 'oil']","egg, oil"
393,suya_spot,Online Ordering,Extras,Creamy Coleslaw,Coleslaw with a creamy dressing.,2.5,,,,"['coleslaw', 'cream']","coleslaw, cream"
394,suya_spot,Online Ordering,Extras,Big Pepper Sauce,Large serving of pepper sauce.,2,,,,['pepper'],pepper
395,suya_spot,Online Ordering,Extras,Small Pepper Sauce,Small serving of pepper sauce.,0.75,,,,['pepper'],pepper
396,suya_spot,Online Ordering,Extras,Raw Pepper,"Raw peppers, served as a condiment.",2.5,,,,"['condiment', 'pepper']","condiment, pepper"
397,rendez_vous,Á La Carte,Appetizers,Tomato Salad,"Chopped tomatoes, onion, green pepper, black pepper, garlic, ginger, vinegar, and olive oil. Served with regular Ethiopian Injera.",10,,,,"['chopped tomatoes', 'onion', 'green pepper', 'black pepper', 'garlic', 'ginger', 'vinegar', 'olive oil', 'ethiopian injera']","chopped_tomato, onion, green_pepper, black_pepper, garlic, ginger, vinegar, olive_oil, ethiopian injera"
398,rendez_vous,Á La Carte,Appetizers,Injera Rolled with Shero,Shero wet soaked in Injera and served rolled. Comes with regular Ethiopian Injera.,12,,,,"['injera', 'shero stew chickpea flour', 'garlic', 'onion', 'ethiopian spices', 'ethiopian injera']","ginger, chickpea_flour, garlic, onion, italian_spice, ethiopian injera"
399,rendez_vous,Á La Carte,Appetizers,Potato Salad,"Boiled and sliced potatoes, onion, black pepper, garlic, ginger, olive oil, and vinegar. Comes with regular Ethiopian Injera.",10,,,,"['boiled potatoes', 'onion', 'black pepper', 'garlic', 'ginger', 'vinegar', 'olive oil', 'ethiopian injera']","boiled_potato, onion, black_pepper, garlic, ginger, vinegar, olive_oil, ethiopian injera"
400,rendez_vous,Á La Carte,Appetizers,Injera Rolled with spicy/non-spicy lentils,Lentils spicy or not-spicy wet soaked in Injera and served rolled. Comes with regular Ethiopian Injera.,12,,,,"['injera', 'lentil stew lentils', 'onion', 'garlic', 'berbere spices for spicy version', 'ethiopian injera']","ginger, lentil stew lentils, onion, garlic, berbere spices for spicy version, ethiopian injera"
401,rendez_vous,Á La Carte,Appetizers,Rendez-Vous Green Salad,"Lettuce, onion, garlic, ginger, black pepper, olive oil, and vinegar. Served with regular Ethiopian Injera.",12,,,,"['lettuce', 'onion', 'garlic', 'ginger', 'black pepper', 'olive oil', 'vinegar', 'ethiopian injera']","lettuce, onion, garlic, ginger, black_pepper, olive_oil, vinegar, ethiopian injera"
402,rendez_vous,Á La Carte,Appetizers,Timatim Fit-Fit,"Injera mixed with fresh diced tomato, onion, and olive oil. Served cold with regular Ethiopian Injera.",12,,,,"['injera', 'diced tomato', 'onion', 'olive oil', 'ethiopian spices', 'served cold']","ginger, diced_tomato, onion, olive_oil, italian_spice, seed_oil"
403,rendez_vous,Á La Carte,Appetizers,Shero Fit-Fit,"Injera mixed with water, chickpea flour, and olive oil. Served cold with regular Ethiopian Injera.",12,,,,"['injera', 'shero stew chickpea flour', 'water', 'olive oil', 'served cold with ethiopian injera']","ginger, chickpea_flour, water, olive_oil, served cold with ethiopian injera"
404,rendez_vous,Á La Carte,Appetizers,Tuna Salad,"A mix of tuna, onion, tomato, black pepper, garlic, ginger, and vinegar. Served with regular Ethiopian Injera.",12,,,,"['tuna', 'onion', 'tomato', 'black pepper', 'garlic', 'ginger', 'vinegar', 'ethiopian injera']","tuna, onion, tomato, black_pepper, garlic, ginger, vinegar, ethiopian injera"
405,rendez_vous,Á La Carte,Vegetarian,Rendez-Vous Veggie Combo,"Combination of all vegetarian dishes, served with regular Ethiopian Injera.",19,,,,"['tikil gomen', 'gomen', 'keyser', 'dinichenacarrot', 'and other vegetarian dishes with ethiopian injera']","tikil gomen, goose, oyster, dinichenacarrot, and other vegetarian dishes with ethiopian injera"
406,rendez_vous,Á La Carte,Vegetarian,Shero Wot,"Imported & roasted chickpeas cooked with berbere sauce, served with regular Ethiopian Injera.",15,,,,"['roasted chickpeas', 'berbere sauce onions', 'garlic', 'ginger', 'chili powder', 'ethiopian spices', 'ethiopian injera']","roasted_chicken_breast, berbere sauce onions, garlic, ginger, chili_powder, italian_spice, ethiopian injera"
407,rendez_vous,Á La Carte,Vegetarian,Ye’Meser Wot,"Spicy or non-spicy split lentils stew in thick mild red sauce seasoning, served with regular Ethiopian Injera.",15,,,,"['split lentils', 'onions', 'garlic', 'ginger', 'berbere sauce or mild spices', 'ethiopian injera']","split_red_lentil, onion, garlic, ginger, berbere sauce or mild spices, ethiopian injera"
